"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Eclampsia""","""Eclampsia Code""","Births"
NA,"""Minnesota""","""27""","""2021""","""2021""","""Yes""","""1""",76
NA,"""Minnesota""","""27""","""2021""","""2021""","""No""","""2""",64304
NA,"""Minnesota""","""27""","""2021""","""2021""","""Unknown or Not Stated""","""9""",45
NA,"""Mississippi""","""28""","""2016""","""2016""","""Yes""","""1""",50
NA,"""Mississippi""","""28""","""2016""","""2016""","""No""","""2""",37867
NA,"""Mississippi""","""28""","""2016""","""2016""","""Unknown or Not Stated""","""9""",11
NA,"""Mississippi""","""28""","""2017""","""2017""","""Yes""","""1""",117
NA,"""Mississippi""","""28""","""2017""","""2017""","""No""","""2""",37230
NA,"""Mississippi""","""28""","""2017""","""2017""","""Unknown or Not Stated""","""9""",10
NA,"""Mississippi""","""28""","""2018""","""2018""","""Yes""","""1""",149
NA,"""Mississippi""","""28""","""2018""","""2018""","""No""","""2""",36834
NA,"""Mississippi""","""28""","""2018""","""2018""","""Unknown or Not Stated""","""9""",17
NA,"""Mississippi""","""28""","""2019""","""2019""","""Yes""","""1""",199
NA,"""Mississippi""","""28""","""2019""","""2019""","""No""","""2""",36426
NA,"""Mississippi""","""28""","""2019""","""2019""","""Unknown or Not Stated""","""9""",11
NA,"""Mississippi""","""28""","""2020""","""2020""","""Yes""","""1""",94
NA,"""Mississippi""","""28""","""2020""","""2020""","""No""","""2""",35374
NA,"""Mississippi""","""28""","""2021""","""2021""","""Yes""","""1""",63
NA,"""Mississippi""","""28""","""2021""","""2021""","""No""","""2""",35084
NA,"""Missouri""","""29""","""2016""","""2016""","""Yes""","""1""",493
NA,"""Missouri""","""29""","""2016""","""2016""","""No""","""2""",74211
NA,"""Missouri""","""29""","""2017""","""2017""","""Yes""","""1""",515
NA,"""Missouri""","""29""","""2017""","""2017""","""No""","""2""",72519
NA,"""Missouri""","""29""","""2018""","""2018""","""Yes""","""1""",417
NA,"""Missouri""","""29""","""2018""","""2018""","""No""","""2""",72852
NA,"""Missouri""","""29""","""2019""","""2019""","""Yes""","""1""",463
NA,"""Missouri""","""29""","""2019""","""2019""","""No""","""2""",71661
NA,"""Missouri""","""29""","""2020""","""2020""","""Yes""","""1""",415
NA,"""Missouri""","""29""","""2020""","""2020""","""No""","""2""",68868
NA,"""Missouri""","""29""","""2021""","""2021""","""Yes""","""1""",411
NA,"""Missouri""","""29""","""2021""","""2021""","""No""","""2""",69040
NA,"""Montana""","""30""","""2016""","""2016""","""Yes""","""1""",23
NA,"""Montana""","""30""","""2016""","""2016""","""No""","""2""",12247
NA,"""Montana""","""30""","""2016""","""2016""","""Unknown or Not Stated""","""9""",12
NA,"""Montana""","""30""","""2017""","""2017""","""Yes""","""1""",31
NA,"""Montana""","""30""","""2017""","""2017""","""No""","""2""",11761
NA,"""Montana""","""30""","""2018""","""2018""","""Yes""","""1""",36
NA,"""Montana""","""30""","""2018""","""2018""","""No""","""2""",11471
NA,"""Montana""","""30""","""2019""","""2019""","""Yes""","""1""",39
NA,"""Montana""","""30""","""2019""","""2019""","""No""","""2""",11038
NA,"""Montana""","""30""","""2020""","""2020""","""Yes""","""1""",45
NA,"""Montana""","""30""","""2020""","""2020""","""No""","""2""",10745
NA,"""Montana""","""30""","""2021""","""2021""","""Yes""","""1""",34
NA,"""Montana""","""30""","""2021""","""2021""","""No""","""2""",11197
NA,"""Nebraska""","""31""","""2016""","""2016""","""Yes""","""1""",43
NA,"""Nebraska""","""31""","""2016""","""2016""","""No""","""2""",26509
NA,"""Nebraska""","""31""","""2016""","""2016""","""Unknown or Not Stated""","""9""",37
NA,"""Nebraska""","""31""","""2017""","""2017""","""Yes""","""1""",67
NA,"""Nebraska""","""31""","""2017""","""2017""","""No""","""2""",25728
NA,"""Nebraska""","""31""","""2017""","""2017""","""Unknown or Not Stated""","""9""",26
NA,"""Nebraska""","""31""","""2018""","""2018""","""Yes""","""1""",33
NA,"""Nebraska""","""31""","""2018""","""2018""","""No""","""2""",25428
NA,"""Nebraska""","""31""","""2018""","""2018""","""Unknown or Not Stated""","""9""",27
NA,"""Nebraska""","""31""","""2019""","""2019""","""Yes""","""1""",40
NA,"""Nebraska""","""31""","""2019""","""2019""","""No""","""2""",24685
NA,"""Nebraska""","""31""","""2019""","""2019""","""Unknown or Not Stated""","""9""",30
NA,"""Nebraska""","""31""","""2020""","""2020""","""Yes""","""1""",38
NA,"""Nebraska""","""31""","""2020""","""2020""","""No""","""2""",24201
NA,"""Nebraska""","""31""","""2020""","""2020""","""Unknown or Not Stated""","""9""",52
NA,"""Nebraska""","""31""","""2021""","""2021""","""Yes""","""1""",39
NA,"""Nebraska""","""31""","""2021""","""2021""","""No""","""2""",24533
NA,"""Nebraska""","""31""","""2021""","""2021""","""Unknown or Not Stated""","""9""",37
NA,"""Nevada""","""32""","""2016""","""2016""","""Yes""","""1""",139
NA,"""Nevada""","""32""","""2016""","""2016""","""No""","""2""",36121
NA,"""Nevada""","""32""","""2017""","""2017""","""Yes""","""1""",180
NA,"""Nevada""","""32""","""2017""","""2017""","""No""","""2""",35576
NA,"""Nevada""","""32""","""2018""","""2018""","""Yes""","""1""",270
NA,"""Nevada""","""32""","""2018""","""2018""","""No""","""2""",35410
NA,"""Nevada""","""32""","""2019""","""2019""","""Yes""","""1""",268
NA,"""Nevada""","""32""","""2019""","""2019""","""No""","""2""",34803
NA,"""Nevada""","""32""","""2020""","""2020""","""Yes""","""1""",308
NA,"""Nevada""","""32""","""2020""","""2020""","""No""","""2""",33345
NA,"""Nevada""","""32""","""2021""","""2021""","""Yes""","""1""",242
NA,"""Nevada""","""32""","""2021""","""2021""","""No""","""2""",33444
NA,"""New Hampshire""","""33""","""2016""","""2016""","""No""","""2""",12152
NA,"""New Hampshire""","""33""","""2016""","""2016""","""Unknown or Not Stated""","""9""",107
NA,"""New Hampshire""","""33""","""2017""","""2017""","""No""","""2""",12062
NA,"""New Hampshire""","""33""","""2017""","""2017""","""Unknown or Not Stated""","""9""",47
NA,"""New Hampshire""","""33""","""2018""","""2018""","""Yes""","""1""",17
NA,"""New Hampshire""","""33""","""2018""","""2018""","""No""","""2""",11931
NA,"""New Hampshire""","""33""","""2018""","""2018""","""Unknown or Not Stated""","""9""",47
NA,"""New Hampshire""","""33""","""2019""","""2019""","""Yes""","""1""",11
NA,"""New Hampshire""","""33""","""2019""","""2019""","""No""","""2""",11784
NA,"""New Hampshire""","""33""","""2019""","""2019""","""Unknown or Not Stated""","""9""",44
NA,"""New Hampshire""","""33""","""2020""","""2020""","""Yes""","""1""",14
NA,"""New Hampshire""","""33""","""2020""","""2020""","""No""","""2""",11741
NA,"""New Hampshire""","""33""","""2020""","""2020""","""Unknown or Not Stated""","""9""",36
NA,"""New Hampshire""","""33""","""2021""","""2021""","""Yes""","""1""",22
NA,"""New Hampshire""","""33""","""2021""","""2021""","""No""","""2""",12566
NA,"""New Hampshire""","""33""","""2021""","""2021""","""Unknown or Not Stated""","""9""",37
NA,"""New Jersey""","""34""","""2016""","""2016""","""Yes""","""1""",154
NA,"""New Jersey""","""34""","""2016""","""2016""","""No""","""2""",102486
NA,"""New Jersey""","""34""","""2017""","""2017""","""Yes""","""1""",125
NA,"""New Jersey""","""34""","""2017""","""2017""","""No""","""2""",101118
NA,"""New Jersey""","""34""","""2018""","""2018""","""Yes""","""1""",139
NA,"""New Jersey""","""34""","""2018""","""2018""","""No""","""2""",101077
NA,"""New Jersey""","""34""","""2019""","""2019""","""Yes""","""1""",140
NA,"""New Jersey""","""34""","""2019""","""2019""","""No""","""2""",99439
NA,"""New Jersey""","""34""","""2020""","""2020""","""Yes""","""1""",91
NA,"""New Jersey""","""34""","""2020""","""2020""","""No""","""2""",97855
NA,"""New Jersey""","""34""","""2021""","""2021""","""Yes""","""1""",127
NA,"""New Jersey""","""34""","""2021""","""2021""","""No""","""2""",101361
NA,"""New Mexico""","""35""","""2016""","""2016""","""Yes""","""1""",103
NA,"""New Mexico""","""35""","""2016""","""2016""","""No""","""2""",24589
NA,"""New Mexico""","""35""","""2017""","""2017""","""Yes""","""1""",107
NA,"""New Mexico""","""35""","""2017""","""2017""","""No""","""2""",23660
NA,"""New Mexico""","""35""","""2018""","""2018""","""Yes""","""1""",113
NA,"""New Mexico""","""35""","""2018""","""2018""","""No""","""2""",22926
NA,"""New Mexico""","""35""","""2019""","""2019""","""Yes""","""1""",80
NA,"""New Mexico""","""35""","""2019""","""2019""","""No""","""2""",22875
NA,"""New Mexico""","""35""","""2020""","""2020""","""Yes""","""1""",189
NA,"""New Mexico""","""35""","""2020""","""2020""","""No""","""2""",21712
NA,"""New Mexico""","""35""","""2021""","""2021""","""Yes""","""1""",141
NA,"""New Mexico""","""35""","""2021""","""2021""","""No""","""2""",21248
NA,"""New York""","""36""","""2016""","""2016""","""Yes""","""1""",742
NA,"""New York""","""36""","""2016""","""2016""","""No""","""2""",233323
NA,"""New York""","""36""","""2016""","""2016""","""Unknown or Not Stated""","""9""",218
NA,"""New York""","""36""","""2017""","""2017""","""Yes""","""1""",465
NA,"""New York""","""36""","""2017""","""2017""","""No""","""2""",228866
NA,"""New York""","""36""","""2017""","""2017""","""Unknown or Not Stated""","""9""",406
NA,"""New York""","""36""","""2018""","""2018""","""Yes""","""1""",602
NA,"""New York""","""36""","""2018""","""2018""","""No""","""2""",225142
NA,"""New York""","""36""","""2018""","""2018""","""Unknown or Not Stated""","""9""",494
NA,"""New York""","""36""","""2019""","""2019""","""Yes""","""1""",556
NA,"""New York""","""36""","""2019""","""2019""","""No""","""2""",220499
NA,"""New York""","""36""","""2019""","""2019""","""Unknown or Not Stated""","""9""",484
NA,"""New York""","""36""","""2020""","""2020""","""Yes""","""1""",518
NA,"""New York""","""36""","""2020""","""2020""","""No""","""2""",208422
NA,"""New York""","""36""","""2020""","""2020""","""Unknown or Not Stated""","""9""",398
NA,"""New York""","""36""","""2021""","""2021""","""Yes""","""1""",595
NA,"""New York""","""36""","""2021""","""2021""","""No""","""2""",209696
NA,"""New York""","""36""","""2021""","""2021""","""Unknown or Not Stated""","""9""",451
NA,"""North Carolina""","""37""","""2016""","""2016""","""Yes""","""1""",474
NA,"""North Carolina""","""37""","""2016""","""2016""","""No""","""2""",120289
NA,"""North Carolina""","""37""","""2016""","""2016""","""Unknown or Not Stated""","""9""",16
NA,"""North Carolina""","""37""","""2017""","""2017""","""Yes""","""1""",546
NA,"""North Carolina""","""37""","""2017""","""2017""","""No""","""2""",119569
NA,"""North Carolina""","""37""","""2017""","""2017""","""Unknown or Not Stated""","""9""",10
NA,"""North Carolina""","""37""","""2018""","""2018""","""Yes""","""1""",543
NA,"""North Carolina""","""37""","""2018""","""2018""","""No""","""2""",118391
NA,"""North Carolina""","""37""","""2018""","""2018""","""Unknown or Not Stated""","""9""",20
NA,"""North Carolina""","""37""","""2019""","""2019""","""Yes""","""1""",492
NA,"""North Carolina""","""37""","""2019""","""2019""","""No""","""2""",118227
NA,"""North Carolina""","""37""","""2020""","""2020""","""Yes""","""1""",356
NA,"""North Carolina""","""37""","""2020""","""2020""","""No""","""2""",116365
NA,"""North Carolina""","""37""","""2021""","""2021""","""Yes""","""1""",366
NA,"""North Carolina""","""37""","""2021""","""2021""","""No""","""2""",120077
NA,"""North Carolina""","""37""","""2021""","""2021""","""Unknown or Not Stated""","""9""",23
NA,"""North Dakota""","""38""","""2016""","""2016""","""Yes""","""1""",27
NA,"""North Dakota""","""38""","""2016""","""2016""","""No""","""2""",11356
NA,"""North Dakota""","""38""","""2017""","""2017""","""Yes""","""1""",29
NA,"""North Dakota""","""38""","""2017""","""2017""","""No""","""2""",10707
NA,"""North Dakota""","""38""","""2018""","""2018""","""Yes""","""1""",22
NA,"""North Dakota""","""38""","""2018""","""2018""","""No""","""2""",10612
NA,"""North Dakota""","""38""","""2019""","""2019""","""Yes""","""1""",25
NA,"""North Dakota""","""38""","""2019""","""2019""","""No""","""2""",10429
NA,"""North Dakota""","""38""","""2020""","""2020""","""Yes""","""1""",22
NA,"""North Dakota""","""38""","""2020""","""2020""","""No""","""2""",10037
NA,"""North Dakota""","""38""","""2021""","""2021""","""Yes""","""1""",17
NA,"""North Dakota""","""38""","""2021""","""2021""","""No""","""2""",10095
NA,"""Ohio""","""39""","""2016""","""2016""","""Yes""","""1""",357
NA,"""Ohio""","""39""","""2016""","""2016""","""No""","""2""",137701
NA,"""Ohio""","""39""","""2016""","""2016""","""Unknown or Not Stated""","""9""",27
NA,"""Ohio""","""39""","""2017""","""2017""","""Yes""","""1""",454
NA,"""Ohio""","""39""","""2017""","""2017""","""No""","""2""",136364
NA,"""Ohio""","""39""","""2017""","""2017""","""Unknown or Not Stated""","""9""",14
NA,"""Ohio""","""39""","""2018""","""2018""","""Yes""","""1""",279
NA,"""Ohio""","""39""","""2018""","""2018""","""No""","""2""",134843
NA,"""Ohio""","""39""","""2018""","""2018""","""Unknown or Not Stated""","""9""",12
NA,"""Ohio""","""39""","""2019""","""2019""","""Yes""","""1""",296
NA,"""Ohio""","""39""","""2019""","""2019""","""No""","""2""",134157
NA,"""Ohio""","""39""","""2020""","""2020""","""Yes""","""1""",274
NA,"""Ohio""","""39""","""2020""","""2020""","""No""","""2""",128901
NA,"""Ohio""","""39""","""2020""","""2020""","""Unknown or Not Stated""","""9""",16
NA,"""Ohio""","""39""","""2021""","""2021""","""Yes""","""1""",305
NA,"""Ohio""","""39""","""2021""","""2021""","""No""","""2""",129467
NA,"""Ohio""","""39""","""2021""","""2021""","""Unknown or Not Stated""","""9""",19
NA,"""Oklahoma""","""40""","""2016""","""2016""","""Yes""","""1""",287
NA,"""Oklahoma""","""40""","""2016""","""2016""","""No""","""2""",52304
NA,"""Oklahoma""","""40""","""2017""","""2017""","""Yes""","""1""",332
NA,"""Oklahoma""","""40""","""2017""","""2017""","""No""","""2""",49881
NA,"""Oklahoma""","""40""","""2018""","""2018""","""Yes""","""1""",255
NA,"""Oklahoma""","""40""","""2018""","""2018""","""No""","""2""",49545
NA,"""Oklahoma""","""40""","""2019""","""2019""","""Yes""","""1""",323
NA,"""Oklahoma""","""40""","""2019""","""2019""","""No""","""2""",48818
NA,"""Oklahoma""","""40""","""2020""","""2020""","""Yes""","""1""",343
NA,"""Oklahoma""","""40""","""2020""","""2020""","""No""","""2""",47280
NA,"""Oklahoma""","""40""","""2021""","""2021""","""Yes""","""1""",282
NA,"""Oklahoma""","""40""","""2021""","""2021""","""No""","""2""",48122
NA,"""Oregon""","""41""","""2016""","""2016""","""Yes""","""1""",306
NA,"""Oregon""","""41""","""2016""","""2016""","""No""","""2""",45227
NA,"""Oregon""","""41""","""2017""","""2017""","""Yes""","""1""",237
NA,"""Oregon""","""41""","""2017""","""2017""","""No""","""2""",43394
NA,"""Oregon""","""41""","""2018""","""2018""","""Yes""","""1""",239
NA,"""Oregon""","""41""","""2018""","""2018""","""No""","""2""",41949
NA,"""Oregon""","""41""","""2019""","""2019""","""Yes""","""1""",195
NA,"""Oregon""","""41""","""2019""","""2019""","""No""","""2""",41661
NA,"""Oregon""","""41""","""2020""","""2020""","""Yes""","""1""",156
NA,"""Oregon""","""41""","""2020""","""2020""","""No""","""2""",39662
NA,"""Oregon""","""41""","""2021""","""2021""","""Yes""","""1""",78
NA,"""Oregon""","""41""","""2021""","""2021""","""No""","""2""",40836
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""Yes""","""1""",826
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""No""","""2""",138562
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""Unknown or Not Stated""","""9""",21
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""Yes""","""1""",833
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""No""","""2""",136884
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""Unknown or Not Stated""","""9""",28
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""Yes""","""1""",908
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""No""","""2""",134727
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""Unknown or Not Stated""","""9""",38
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""Yes""","""1""",1332
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""No""","""2""",132866
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""Unknown or Not Stated""","""9""",32
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""Yes""","""1""",1039
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""No""","""2""",129609
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""Unknown or Not Stated""","""9""",45
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""Yes""","""1""",1027
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""No""","""2""",131322
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""Unknown or Not Stated""","""9""",273
NA,"""Rhode Island""","""44""","""2016""","""2016""","""No""","""2""",10788
NA,"""Rhode Island""","""44""","""2017""","""2017""","""No""","""2""",10627
NA,"""Rhode Island""","""44""","""2018""","""2018""","""Yes""","""1""",11
NA,"""Rhode Island""","""44""","""2018""","""2018""","""No""","""2""",10490
NA,"""Rhode Island""","""44""","""2019""","""2019""","""Yes""","""1""",10
NA,"""Rhode Island""","""44""","""2019""","""2019""","""No""","""2""",10151
NA,"""Rhode Island""","""44""","""2019""","""2019""","""Unknown or Not Stated""","""9""",14
NA,"""Rhode Island""","""44""","""2020""","""2020""","""Yes""","""1""",11
NA,"""Rhode Island""","""44""","""2020""","""2020""","""No""","""2""",10073
NA,"""Rhode Island""","""44""","""2020""","""2020""","""Unknown or Not Stated""","""9""",17
NA,"""Rhode Island""","""44""","""2021""","""2021""","""No""","""2""",10444
NA,"""Rhode Island""","""44""","""2021""","""2021""","""Unknown or Not Stated""","""9""",14
NA,"""South Carolina""","""45""","""2016""","""2016""","""Not Reported""","""10""",57342
NA,"""South Carolina""","""45""","""2017""","""2017""","""Not Reported""","""10""",57029
NA,"""South Carolina""","""45""","""2018""","""2018""","""Not Reported""","""10""",56669
NA,"""South Carolina""","""45""","""2019""","""2019""","""Not Reported""","""10""",57038
NA,"""South Carolina""","""45""","""2020""","""2020""","""Not Reported""","""10""",55704
NA,"""South Carolina""","""45""","""2021""","""2021""","""Not Reported""","""10""",57185
NA,"""South Dakota""","""46""","""2016""","""2016""","""Yes""","""1""",72
NA,"""South Dakota""","""46""","""2016""","""2016""","""No""","""2""",12202
NA,"""South Dakota""","""46""","""2017""","""2017""","""Yes""","""1""",75
NA,"""South Dakota""","""46""","""2017""","""2017""","""No""","""2""",12055
NA,"""South Dakota""","""46""","""2018""","""2018""","""Yes""","""1""",75
NA,"""South Dakota""","""46""","""2018""","""2018""","""No""","""2""",11806
NA,"""South Dakota""","""46""","""2018""","""2018""","""Unknown or Not Stated""","""9""",12
NA,"""South Dakota""","""46""","""2019""","""2019""","""Yes""","""1""",97
NA,"""South Dakota""","""46""","""2019""","""2019""","""No""","""2""",11349
NA,"""South Dakota""","""46""","""2020""","""2020""","""Yes""","""1""",76
NA,"""South Dakota""","""46""","""2020""","""2020""","""No""","""2""",10875
NA,"""South Dakota""","""46""","""2021""","""2021""","""Yes""","""1""",115
NA,"""South Dakota""","""46""","""2021""","""2021""","""No""","""2""",11249
NA,"""Tennessee""","""47""","""2016""","""2016""","""Not Reported""","""10""",80807
NA,"""Tennessee""","""47""","""2017""","""2017""","""Not Reported""","""10""",81016
NA,"""Tennessee""","""47""","""2018""","""2018""","""Not Reported""","""10""",80751
NA,"""Tennessee""","""47""","""2019""","""2019""","""Not Reported""","""10""",80450
NA,"""Tennessee""","""47""","""2020""","""2020""","""Yes""","""1""",392
NA,"""Tennessee""","""47""","""2020""","""2020""","""No""","""2""",78295
NA,"""Tennessee""","""47""","""2021""","""2021""","""Yes""","""1""",291
NA,"""Tennessee""","""47""","""2021""","""2021""","""No""","""2""",81421
NA,"""Texas""","""48""","""2016""","""2016""","""Yes""","""1""",342
NA,"""Texas""","""48""","""2016""","""2016""","""No""","""2""",397703
NA,"""Texas""","""48""","""2017""","""2017""","""Yes""","""1""",297
NA,"""Texas""","""48""","""2017""","""2017""","""No""","""2""",381752
NA,"""Texas""","""48""","""2018""","""2018""","""Yes""","""1""",381
NA,"""Texas""","""48""","""2018""","""2018""","""No""","""2""",378210
NA,"""Texas""","""48""","""2018""","""2018""","""Unknown or Not Stated""","""9""",33
NA,"""Texas""","""48""","""2019""","""2019""","""Yes""","""1""",319
NA,"""Texas""","""48""","""2019""","""2019""","""No""","""2""",376880
NA,"""Texas""","""48""","""2019""","""2019""","""Unknown or Not Stated""","""9""",400
NA,"""Texas""","""48""","""2020""","""2020""","""Yes""","""1""",296
NA,"""Texas""","""48""","""2020""","""2020""","""No""","""2""",367397
NA,"""Texas""","""48""","""2020""","""2020""","""Unknown or Not Stated""","""9""",497
NA,"""Texas""","""48""","""2021""","""2021""","""Yes""","""1""",338
NA,"""Texas""","""48""","""2021""","""2021""","""No""","""2""",372698
NA,"""Texas""","""48""","""2021""","""2021""","""Unknown or Not Stated""","""9""",558
NA,"""Utah""","""49""","""2016""","""2016""","""Yes""","""1""",33
NA,"""Utah""","""49""","""2016""","""2016""","""No""","""2""",50431
NA,"""Utah""","""49""","""2017""","""2017""","""Yes""","""1""",30
NA,"""Utah""","""49""","""2017""","""2017""","""No""","""2""",48554
NA,"""Utah""","""49""","""2018""","""2018""","""Yes""","""1""",107
NA,"""Utah""","""49""","""2018""","""2018""","""No""","""2""",47101
NA,"""Utah""","""49""","""2019""","""2019""","""Yes""","""1""",37
NA,"""Utah""","""49""","""2019""","""2019""","""No""","""2""",46789
NA,"""Utah""","""49""","""2020""","""2020""","""Yes""","""1""",21
NA,"""Utah""","""49""","""2020""","""2020""","""No""","""2""",45681
NA,"""Utah""","""49""","""2021""","""2021""","""Yes""","""1""",25
NA,"""Utah""","""49""","""2021""","""2021""","""No""","""2""",46687
NA,"""Vermont""","""50""","""2016""","""2016""","""No""","""2""",5750
NA,"""Vermont""","""50""","""2017""","""2017""","""Yes""","""1""",10
NA,"""Vermont""","""50""","""2017""","""2017""","""No""","""2""",5645
NA,"""Vermont""","""50""","""2018""","""2018""","""No""","""2""",5427
NA,"""Vermont""","""50""","""2019""","""2019""","""No""","""2""",5352
NA,"""Vermont""","""50""","""2020""","""2020""","""Yes""","""1""",13
NA,"""Vermont""","""50""","""2020""","""2020""","""No""","""2""",5120
NA,"""Vermont""","""50""","""2021""","""2021""","""Yes""","""1""",25
NA,"""Vermont""","""50""","""2021""","""2021""","""No""","""2""",5359
NA,"""Virginia""","""51""","""2016""","""2016""","""Yes""","""1""",1396
NA,"""Virginia""","""51""","""2016""","""2016""","""No""","""2""",101060
NA,"""Virginia""","""51""","""2017""","""2017""","""Yes""","""1""",1315
NA,"""Virginia""","""51""","""2017""","""2017""","""No""","""2""",99075
NA,"""Virginia""","""51""","""2018""","""2018""","""Yes""","""1""",516
NA,"""Virginia""","""51""","""2018""","""2018""","""No""","""2""",99326
NA,"""Virginia""","""51""","""2019""","""2019""","""Yes""","""1""",340
NA,"""Virginia""","""51""","""2019""","""2019""","""No""","""2""",97083
NA,"""Virginia""","""51""","""2020""","""2020""","""Yes""","""1""",88
NA,"""Virginia""","""51""","""2020""","""2020""","""No""","""2""",94658
NA,"""Virginia""","""51""","""2021""","""2021""","""Yes""","""1""",117
NA,"""Virginia""","""51""","""2021""","""2021""","""No""","""2""",95704
NA,"""Washington""","""53""","""2016""","""2016""","""Yes""","""1""",79
NA,"""Washington""","""53""","""2016""","""2016""","""No""","""2""",89993
NA,"""Washington""","""53""","""2016""","""2016""","""Unknown or Not Stated""","""9""",433
NA,"""Washington""","""53""","""2017""","""2017""","""Yes""","""1""",92
NA,"""Washington""","""53""","""2017""","""2017""","""No""","""2""",87093
NA,"""Washington""","""53""","""2017""","""2017""","""Unknown or Not Stated""","""9""",377
NA,"""Washington""","""53""","""2018""","""2018""","""Yes""","""1""",86
NA,"""Washington""","""53""","""2018""","""2018""","""No""","""2""",85999
NA,"""Washington""","""53""","""2019""","""2019""","""Yes""","""1""",74
NA,"""Washington""","""53""","""2019""","""2019""","""No""","""2""",84794
NA,"""Washington""","""53""","""2019""","""2019""","""Unknown or Not Stated""","""9""",27
NA,"""Washington""","""53""","""2020""","""2020""","""Yes""","""1""",95
NA,"""Washington""","""53""","""2020""","""2020""","""No""","""2""",82413
NA,"""Washington""","""53""","""2020""","""2020""","""Unknown or Not Stated""","""9""",578
NA,"""Washington""","""53""","""2021""","""2021""","""Yes""","""1""",173
NA,"""Washington""","""53""","""2021""","""2021""","""No""","""2""",82757
NA,"""Washington""","""53""","""2021""","""2021""","""Unknown or Not Stated""","""9""",981
NA,"""West Virginia""","""54""","""2016""","""2016""","""Yes""","""1""",44
NA,"""West Virginia""","""54""","""2016""","""2016""","""No""","""2""",18937
NA,"""West Virginia""","""54""","""2016""","""2016""","""Unknown or Not Stated""","""9""",98
NA,"""West Virginia""","""54""","""2017""","""2017""","""Yes""","""1""",30
NA,"""West Virginia""","""54""","""2017""","""2017""","""No""","""2""",18549
NA,"""West Virginia""","""54""","""2017""","""2017""","""Unknown or Not Stated""","""9""",96
NA,"""West Virginia""","""54""","""2018""","""2018""","""Yes""","""1""",19
NA,"""West Virginia""","""54""","""2018""","""2018""","""No""","""2""",18153
NA,"""West Virginia""","""54""","""2018""","""2018""","""Unknown or Not Stated""","""9""",76
NA,"""West Virginia""","""54""","""2019""","""2019""","""Yes""","""1""",23
NA,"""West Virginia""","""54""","""2019""","""2019""","""No""","""2""",18022
NA,"""West Virginia""","""54""","""2019""","""2019""","""Unknown or Not Stated""","""9""",91
NA,"""West Virginia""","""54""","""2020""","""2020""","""Yes""","""1""",17
NA,"""West Virginia""","""54""","""2020""","""2020""","""No""","""2""",17213
NA,"""West Virginia""","""54""","""2020""","""2020""","""Unknown or Not Stated""","""9""",93
NA,"""West Virginia""","""54""","""2021""","""2021""","""Yes""","""1""",18
NA,"""West Virginia""","""54""","""2021""","""2021""","""No""","""2""",17085
NA,"""West Virginia""","""54""","""2021""","""2021""","""Unknown or Not Stated""","""9""",95
NA,"""Wisconsin""","""55""","""2016""","""2016""","""Yes""","""1""",76
NA,"""Wisconsin""","""55""","""2016""","""2016""","""No""","""2""",66326
NA,"""Wisconsin""","""55""","""2016""","""2016""","""Unknown or Not Stated""","""9""",213
NA,"""Wisconsin""","""55""","""2017""","""2017""","""Yes""","""1""",105
NA,"""Wisconsin""","""55""","""2017""","""2017""","""No""","""2""",64696
NA,"""Wisconsin""","""55""","""2017""","""2017""","""Unknown or Not Stated""","""9""",174
NA,"""Wisconsin""","""55""","""2018""","""2018""","""Yes""","""1""",162
NA,"""Wisconsin""","""55""","""2018""","""2018""","""No""","""2""",63748
NA,"""Wisconsin""","""55""","""2018""","""2018""","""Unknown or Not Stated""","""9""",188
NA,"""Wisconsin""","""55""","""2019""","""2019""","""Yes""","""1""",180
NA,"""Wisconsin""","""55""","""2019""","""2019""","""No""","""2""",62879
NA,"""Wisconsin""","""55""","""2019""","""2019""","""Unknown or Not Stated""","""9""",211
NA,"""Wisconsin""","""55""","""2020""","""2020""","""Yes""","""1""",147
NA,"""Wisconsin""","""55""","""2020""","""2020""","""No""","""2""",60381
NA,"""Wisconsin""","""55""","""2020""","""2020""","""Unknown or Not Stated""","""9""",66
NA,"""Wisconsin""","""55""","""2021""","""2021""","""Yes""","""1""",171
NA,"""Wisconsin""","""55""","""2021""","""2021""","""No""","""2""",61515
NA,"""Wisconsin""","""55""","""2021""","""2021""","""Unknown or Not Stated""","""9""",95
NA,"""Wyoming""","""56""","""2016""","""2016""","""Yes""","""1""",49
